distance_km,hour,traffic_index,arrival_time_mins
4.0581311290499436,18,1.0000000000111104,26.232156842102164
9.531785910894204,13,0.20308872661796434,24.28568332037895
7.453942447208348,9,0.8230406277413065,40.386893439728816
6.187255599871848,13,0.20308872661796434,18.806075150670534
1.982177084203147,18,1.0000000000111104,14.007684014517976
1.981947943193925,20,0.49430355293715406,8.505599932332368
1.0517943155978948,14,0.21475123895425668,5.968658523886763
8.728673384861883,16,0.49430364296529367,35.464053289291705
6.210592611560483,12,0.21475123895425668,18.325338470818572
7.226689489062432,21,0.2843193796494915,20.079999456515047
0.6955526958101232,16,0.49430364296529367,6.539164042796407
9.714143595538946,15,0.2843232077434052,28.44150475525113
8.408205087604006,19,0.8230406264571821,46.53158712626807
2.5172215514436234,12,0.21475123895425668,10.732226128809401
2.2273371884674558,18,1.0000000000111104,17.519355879106715
2.2423428436076214,15,0.2843232077434052,7.254927635636189
3.3903013081156086,19,0.8230406264571821,18.197535331466476
5.48518610050626,10,0.49430364296529367,23.859189372810086
4.603477677100099,14,0.21475123895425668,13.495983733193944
3.2666768318813983,17,0.8230406277413065,18.497868683048434
6.312602499862605,10,0.49430364296529367,26.13166315196553
1.8251916761943974,8,1.0000000000111104,12.788270479798198
3.2753741610845726,16,0.49430364296529367,14.900017588218839
3.980437511290071,17,0.8230406277413065,22.779916120651343
4.832664850061842,15,0.2843232077434052,16.154559677953664
7.9591716332336295,11,0.2843232077434052,23.227622204549917
2.3969009305044175,10,0.49430364296529367,12.351399286877824
5.385227164929311,8,1.0000000000111104,35.008986360577545
6.127938404189403,7,0.8230406264571821,34.5341451595255
0.9412789208399783,17,0.8230406277413065,5.780447026743052
6.271676093063665,13,0.20308872661796434,18.838826757992575
2.1199791750292696,12,0.21475123895425668,7.214959357954049
1.1179901333601554,21,0.2843193796494915,5.835432237740527
9.514412603906665,21,0.2843193796494915,28.1218879438376
9.673504314208314,8,1.0000000000111104,60.301914950415636
8.17977480710638,14,0.21475123895425668,22.471565046647072
3.3938308071470216,17,0.8230406277413065,16.840488149546424
1.4278850830606467,10,0.49430364296529367,7.900415341562855
7.00021375186549,14,0.21475123895425668,21.230532682230145
4.681448690526213,21,0.2843193796494915,15.551572938762293
1.6593632310253987,13,0.20308872661796434,5.047827442783646
5.2041806460570665,11,0.2843232077434052,17.114744542573398
0.8266909505945748,16,0.49430364296529367,6.13838052424923
9.13854381974843,16,0.49430364296529367,36.54775200256131
2.9584098252001607,18,1.0000000000111104,19.676331844918835
6.793961701362829,14,0.21475123895425668,18.51434594370978
3.4612552228494042,20,0.49430355293715406,14.644671473152636
5.440646201189203,15,0.2843232077434052,17.819805113330904
5.693747653761156,11,0.2843232077434052,16.41838817207697
